MONITORED: % | ON: 100.00% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 100.00% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 0
MONITORED: % | ON: 42.46% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 47.99% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 7860000
MONITORED: % | ON: 1.16% | TX: 0.05% | RX: 0.08% | INT: 0.00% | ONL: 24.38% | TXL: 2.04% | RXL: 6.60% | INTL: 0.58% | Energy: 533111760
MONITORED: % | ON: 0.55% | TX: 0.03% | RX: 0.05% | INT: 0.00% | ONL: 16.88% | TXL: 1.01% | RXL: 3.39% | INTL: 0.29% | Energy: 1176340000
MONITORED: % | ON: 0.54% | TX: 0.02% | RX: 0.05% | INT: 0.00% | ONL: 16.20% | TXL: 0.86% | RXL: 3.13% | INTL: 0.26% | Energy: 1896593280
MONITORED: % | ON: 0.41% | TX: 0.02% | RX: 0.04% | INT: 0.00% | ONL: 14.55% | TXL: 0.71% | RXL: 2.31% | INTL: 0.21% | Energy: 2349927600
MONITORED: % | ON: 0.34% | TX: 0.01% | RX: 0.03% | INT: 0.00% | ONL: 13.63% | TXL: 0.63% | RXL: 1.86% | INTL: 0.17% | Energy: 2819508160
MONITORED: % | ON: 0.29% | TX: 0.01% | RX: 0.03% | INT: 0.00% | ONL: 13.04% | TXL: 0.57% | RXL: 1.57% | INTL: 0.15% | Energy: 3276258720
MONITORED: % | ON: 0.26% | TX: 0.01% | RX: 0.03% | INT: 0.00% | ONL: 12.64% | TXL: 0.54% | RXL: 1.36% | INTL: 0.14% | Energy: 3734048000
MONITORED: % | ON: 0.23% | TX: 0.01% | RX: 0.03% | INT: 0.00% | ONL: 12.31% | TXL: 0.51% | RXL: 1.20% | INTL: 0.12% | Energy: 4175101840
MONITORED: % | ON: 0.21% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 12.09% | TXL: 0.49% | RXL: 1.09% | INTL: 0.12% | Energy: 4644796800
