MONITORED: % | ON: 100.00% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 100.00% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 0
MONITORED: % | ON: 100.00% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 100.00% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 0
MONITORED: % | ON: 41.93% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 47.50% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 7700000
MONITORED: % | ON: 1.56% | TX: 0.02% | RX: 0.07% | INT: 0.00% | ONL: 24.94% | TXL: 2.41% | RXL: 6.78% | INTL: 2.56% | Energy: 154576480
MONITORED: % | ON: 0.89% | TX: 0.03% | RX: 0.05% | INT: 0.00% | ONL: 25.79% | TXL: 3.90% | RXL: 6.10% | INTL: 2.22% | Energy: 616124960
MONITORED: % | ON: 0.90% | TX: 0.02% | RX: 0.05% | INT: 0.00% | ONL: 22.56% | TXL: 3.52% | RXL: 4.86% | INTL: 1.54% | Energy: 986018800
MONITORED: % | ON: 0.89% | TX: 0.02% | RX: 0.06% | INT: 0.00% | ONL: 20.97% | TXL: 3.38% | RXL: 4.14% | INTL: 1.29% | Energy: 1295284880
MONITORED: % | ON: 0.84% | TX: 0.01% | RX: 0.06% | INT: 0.00% | ONL: 19.66% | TXL: 3.20% | RXL: 3.51% | INTL: 1.11% | Energy: 1588894320
MONITORED: % | ON: 0.80% | TX: 0.01% | RX: 0.06% | INT: 0.00% | ONL: 18.92% | TXL: 3.15% | RXL: 3.15% | INTL: 0.97% | Energy: 1868059680
MONITORED: % | ON: 0.78% | TX: 0.01% | RX: 0.06% | INT: 0.00% | ONL: 18.07% | TXL: 2.95% | RXL: 2.85% | INTL: 0.91% | Energy: 2123848720
MONITORED: % | ON: 0.76% | TX: 0.01% | RX: 0.06% | INT: 0.00% | ONL: 17.50% | TXL: 2.85% | RXL: 2.61% | INTL: 0.84% | Energy: 2381148400
MONITORED: % | ON: 0.71% | TX: 0.01% | RX: 0.06% | INT: 0.00% | ONL: 16.93% | TXL: 2.71% | RXL: 2.41% | INTL: 0.79% | Energy: 2613274400
MONITORED: % | ON: 0.68% | TX: 0.01% | RX: 0.07% | INT: 0.00% | ONL: 16.64% | TXL: 2.64% | RXL: 2.29% | INTL: 0.74% | Energy: 2869169600
MONITORED: % | ON: 0.67% | TX: 0.01% | RX: 0.07% | INT: 0.00% | ONL: 16.28% | TXL: 2.55% | RXL: 2.14% | INTL: 0.70% | Energy: 3126554640
MONITORED: % | ON: 0.66% | TX: 0.01% | RX: 0.07% | INT: 0.00% | ONL: 16.10% | TXL: 2.54% | RXL: 2.03% | INTL: 0.68% | Energy: 3407969360
MONITORED: % | ON: 0.65% | TX: 0.01% | RX: 0.07% | INT: 0.00% | ONL: 15.80% | TXL: 2.45% | RXL: 1.92% | INTL: 0.65% | Energy: 3648441280
MONITORED: % | ON: 0.62% | TX: 0.00% | RX: 0.07% | INT: 0.00% | ONL: 15.60% | TXL: 2.41% | RXL: 1.83% | INTL: 0.63% | Energy: 3905752720
MONITORED: % | ON: 0.60% | TX: 0.00% | RX: 0.07% | INT: 0.00% | ONL: 15.40% | TXL: 2.35% | RXL: 1.75% | INTL: 0.60% | Energy: 4145111920
MONITORED: % | ON: 0.58% | TX: 0.00% | RX: 0.06% | INT: 0.00% | ONL: 15.20% | TXL: 2.29% | RXL: 1.68% | INTL: 0.59% | Energy: 4379565360
MONITORED: % | ON: 0.57% | TX: 0.00% | RX: 0.06% | INT: 0.00% | ONL: 15.06% | TXL: 2.25% | RXL: 1.63% | INTL: 0.58% | Energy: 4632323760
MONITORED: % | ON: 0.55% | TX: 0.00% | RX: 0.06% | INT: 0.00% | ONL: 14.99% | TXL: 2.22% | RXL: 1.62% | INTL: 0.56% | Energy: 4898239920
MONITORED: % | ON: 0.53% | TX: 0.00% | RX: 0.06% | INT: 0.00% | ONL: 14.89% | TXL: 2.19% | RXL: 1.60% | INTL: 0.55% | Energy: 5028640480
MONITORED: % | ON: 0.51% | TX: 0.00% | RX: 0.06% | INT: 0.00% | ONL: 14.79% | TXL: 2.15% | RXL: 1.58% | INTL: 0.54% | Energy: 5171944400
MONITORED: % | ON: 0.48% | TX: 0.00% | RX: 0.06% | INT: 0.00% | ONL: 14.62% | TXL: 2.08% | RXL: 1.54% | INTL: 0.53% | Energy: 5388137600
MONITORED: % | ON: 0.46% | TX: 0.00% | RX: 0.05% | INT: 0.00% | ONL: 14.48% | TXL: 2.03% | RXL: 1.51% | INTL: 0.52% | Energy: 5607099920
MONITORED: % | ON: 0.44% | TX: 0.00% | RX: 0.05% | INT: 0.00% | ONL: 14.35% | TXL: 1.97% | RXL: 1.48% | INTL: 0.51% | Energy: 5824716000
MONITORED: % | ON: 0.42% | TX: 0.00% | RX: 0.05% | INT: 0.00% | ONL: 14.24% | TXL: 1.93% | RXL: 1.45% | INTL: 0.50% | Energy: 6051227440
MONITORED: % | ON: 0.40% | TX: 0.00% | RX: 0.05% | INT: 0.00% | ONL: 14.12% | TXL: 1.89% | RXL: 1.43% | INTL: 0.48% | Energy: 6270992240
MONITORED: % | ON: 0.39% | TX: 0.00% | RX: 0.04% | INT: 0.00% | ONL: 14.03% | TXL: 1.85% | RXL: 1.41% | INTL: 0.48% | Energy: 6501043360
MONITORED: % | ON: 0.37% | TX: 0.00% | RX: 0.04% | INT: 0.00% | ONL: 13.94% | TXL: 1.82% | RXL: 1.38% | INTL: 0.47% | Energy: 6724547760
MONITORED: % | ON: 0.36% | TX: 0.00% | RX: 0.04% | INT: 0.00% | ONL: 13.87% | TXL: 1.79% | RXL: 1.36% | INTL: 0.46% | Energy: 6955209280
MONITORED: % | ON: 0.34% | TX: 0.00% | RX: 0.04% | INT: 0.00% | ONL: 13.80% | TXL: 1.76% | RXL: 1.34% | INTL: 0.45% | Energy: 7171787680
MONITORED: % | ON: 0.33% | TX: 0.00% | RX: 0.04% | INT: 0.00% | ONL: 13.72% | TXL: 1.73% | RXL: 1.32% | INTL: 0.44% | Energy: 7393264880
MONITORED: % | ON: 0.32% | TX: 0.00% | RX: 0.04% | INT: 0.00% | ONL: 13.68% | TXL: 1.71% | RXL: 1.30% | INTL: 0.44% | Energy: 7629653120
MONITORED: % | ON: 0.31% | TX: 0.00% | RX: 0.04% | INT: 0.00% | ONL: 13.61% | TXL: 1.68% | RXL: 1.28% | INTL: 0.43% | Energy: 7836782800
MONITORED: % | ON: 0.30% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.55% | TXL: 1.66% | RXL: 1.27% | INTL: 0.42% | Energy: 8053866400
MONITORED: % | ON: 0.29% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.51% | TXL: 1.65% | RXL: 1.25% | INTL: 0.42% | Energy: 8276416240
MONITORED: % | ON: 0.28% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.44% | TXL: 1.62% | RXL: 1.23% | INTL: 0.41% | Energy: 8486455920
MONITORED: % | ON: 0.28% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.40% | TXL: 1.60% | RXL: 1.22% | INTL: 0.41% | Energy: 8707965280
MONITORED: % | ON: 0.28% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.38% | TXL: 1.60% | RXL: 1.22% | INTL: 0.41% | Energy: 8761459920
MONITORED: % | ON: 0.27% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.35% | TXL: 1.59% | RXL: 1.21% | INTL: 0.41% | Energy: 8978942160
MONITORED: % | ON: 0.26% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.30% | TXL: 1.57% | RXL: 1.19% | INTL: 0.40% | Energy: 9190773360
MONITORED: % | ON: 0.25% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.25% | TXL: 1.55% | RXL: 1.18% | INTL: 0.40% | Energy: 9415532800
MONITORED: % | ON: 0.25% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.21% | TXL: 1.53% | RXL: 1.17% | INTL: 0.39% | Energy: 9622714880
MONITORED: % | ON: 0.24% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.18% | TXL: 1.52% | RXL: 1.16% | INTL: 0.39% | Energy: 9850147200
MONITORED: % | ON: 0.24% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.15% | TXL: 1.51% | RXL: 1.15% | INTL: 0.39% | Energy: 10069052960
MONITORED: % | ON: 0.23% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.11% | TXL: 1.49% | RXL: 1.14% | INTL: 0.38% | Energy: 10284712880
MONITORED: % | ON: 0.22% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.08% | TXL: 1.48% | RXL: 1.13% | INTL: 0.38% | Energy: 10505062240
MONITORED: % | ON: 0.22% | TX: 0.00% | RX: 0.03% | INT: 0.00% | ONL: 13.04% | TXL: 1.46% | RXL: 1.12% | INTL: 0.38% | Energy: 10716416080
MONITORED: % | ON: 0.22% | TX: 0.00% | RX: 0.02% | INT: 0.00% | ONL: 13.01% | TXL: 1.45% | RXL: 1.11% | INTL: 0.38% | Energy: 10928872720
MONITORED: % | ON: 0.21% | TX: 0.00% | RX: 0.02% | INT: 0.00% | ONL: 12.99% | TXL: 1.44% | RXL: 1.10% | INTL: 0.37% | Energy: 11153785840
MONITORED: % | ON: 0.21% | TX: 0.00% | RX: 0.02% | INT: 0.00% | ONL: 12.97% | TXL: 1.43% | RXL: 1.09% | INTL: 0.37% | Energy: 11384141360
MONITORED: % | ON: 0.20% | TX: 0.00% | RX: 0.02% | INT: 0.00% | ONL: 12.94% | TXL: 1.42% | RXL: 1.09% | INTL: 0.37% | Energy: 11600006000
MONITORED: % | ON: 0.20% | TX: 0.00% | RX: 0.02% | INT: 0.00% | ONL: 12.92% | TXL: 1.42% | RXL: 1.08% | INTL: 0.37% | Energy: 11828448000
MONITORED: % | ON: 0.19% | TX: 0.00% | RX: 0.02% | INT: 0.00% | ONL: 12.90% | TXL: 1.41% | RXL: 1.07% | INTL: 0.36% | Energy: 12053319040
