packet id 001 loss!!!
packet id 002 delay: 8339640
packet id 003 delay: 1487568
packet id 004 delay: 1200680
packet id 005 delay: 6749792
packet id 006 delay: 1244168
packet id 007 delay: 1356208
packet id 008 delay: 1292544
packet id 009 loss!!!
packet id 010 delay: 1124320
packet id 011 delay: 1293944
packet id 012 delay: 1346096
packet id 013 delay: 4032264
packet id 014 delay: 1444888
packet id 015 delay: 1341624
packet id 016 delay: 1269848
packet id 017 delay: 1238000
packet id 018 delay: 1700304
packet id 019 delay: 2501376
packet id 020 delay: 1203320
packet id 021 loss!!!
packet id 022 delay: 1316264
packet id 023 delay: 1360248
packet id 024 delay: 1386776
packet id 025 delay: 1484872
packet id 026 loss!!!
packet id 027 delay: 1268792
packet id 028 delay: 1370888
packet id 029 delay: 1149792
packet id 030 delay: 1177208
packet id 031 delay: 1392808
packet id 032 delay: 1450416
packet id 033 delay: 1383416
packet id 034 delay: 1280000
packet id 035 delay: 1239376
packet id 036 delay: 1347320
packet id 037 delay: 1190848
packet id 038 delay: 1219208
packet id 039 delay: 1162280
packet id 040 delay: 1540248
packet id 041 delay: 1238624
packet id 042 delay: 1270056
packet id 043 delay: 1288944
packet id 044 loss!!!
packet id 045 delay: 1511096
packet id 046 delay: 1247616
packet id 047 delay: 1345944
packet id 048 delay: 1613336
packet id 049 delay: 1282000
packet id 050 delay: 1217000
packet id 051 delay: 3462648
packet id 052 delay: 1226904
packet id 053 delay: 1260792
packet id 054 delay: 1215264
packet id 055 delay: 1390416
packet id 056 loss!!!
packet id 057 delay: 1114808
packet id 058 delay: 1350376
packet id 059 delay: 1318528
packet id 060 delay: 1224056
packet id 061 delay: 1458984
packet id 062 delay: 3343576
packet id 063 loss!!!
packet id 064 delay: 1263000
packet id 065 delay: 1282848
packet id 066 loss!!!
packet id 067 delay: 1327208
packet id 068 delay: 1381000
packet id 069 delay: 1250072
packet id 070 delay: 1275736
packet id 071 delay: 1291264
packet id 072 delay: 1303152
packet id 073 delay: 1435248
packet id 074 delay: 1293472
packet id 075 delay: 1368208
packet id 076 delay: 1153584
packet id 077 delay: 1303208
packet id 078 loss!!!
packet id 079 delay: 1198944
packet id 080 delay: 1405304
packet id 081 delay: 1184944
packet id 082 delay: 1283000
packet id 083 delay: 1343624
packet id 084 delay: 1292152
packet id 085 delay: 1042696
packet id 086 delay: 1340736
packet id 087 delay: 1658512
packet id 088 delay: 1397944
