packet id 001 loss!!!
packet id 002 delay: 302920
packet id 003 delay: 553736
packet id 004 delay: 523000
packet id 005 delay: 589344
packet id 006 delay: 483848
packet id 007 delay: 299864
packet id 008 delay: 470504
packet id 009 delay: 340688
packet id 010 delay: 491736
packet id 011 delay: 457776
packet id 012 delay: 622072
packet id 013 delay: 504896
packet id 014 delay: 500448
packet id 015 loss!!!
packet id 016 delay: 396752
packet id 017 delay: 1637592
packet id 018 delay: 358488
packet id 019 delay: 535432
packet id 020 delay: 458000
packet id 021 delay: 500064
packet id 022 delay: 663296
packet id 023 delay: 542344
packet id 024 delay: 324752
packet id 025 delay: 580456
packet id 026 delay: 577072
packet id 027 delay: 348608
packet id 028 loss!!!
packet id 029 delay: 584040
packet id 030 delay: 1757464
packet id 031 delay: 803432
packet id 032 delay: 341000
packet id 033 delay: 524096
packet id 034 delay: 565848
packet id 035 delay: 319032
packet id 036 delay: 441696
packet id 037 delay: 717544
packet id 038 delay: 463104
packet id 039 delay: 533864
packet id 040 delay: 534344
packet id 041 delay: 447696
packet id 042 delay: 440392
packet id 043 delay: 482936
packet id 044 delay: 528360
packet id 045 delay: 473680
packet id 046 delay: 621992
packet id 047 delay: 496032
packet id 048 delay: 292352
packet id 049 delay: 359432
packet id 050 delay: 419088
packet id 051 delay: 482200
packet id 052 delay: 372808
packet id 053 delay: 538136
packet id 054 delay: 306280
packet id 055 delay: 484504
packet id 056 delay: 500184
packet id 057 delay: 501136
packet id 058 delay: 625248
packet id 059 delay: 436384
packet id 060 delay: 535528
packet id 061 loss!!!
packet id 062 delay: 1175888
packet id 063 delay: 230992
packet id 064 delay: 430680
packet id 065 delay: 495616
packet id 066 delay: 571072
packet id 067 delay: 561192
packet id 068 delay: 496184
packet id 069 delay: 379520
packet id 070 delay: 516304
packet id 071 delay: 433768
packet id 072 delay: 1022184
packet id 073 delay: 427096
packet id 074 delay: 1165392
packet id 075 delay: 462472
packet id 076 delay: 413624
packet id 077 delay: 439448
packet id 078 loss!!!
packet id 079 delay: 587944
packet id 080 delay: 417304
packet id 081 delay: 585888
packet id 082 delay: 471888
packet id 083 delay: 532568
packet id 084 delay: 542072
packet id 085 delay: 420256
packet id 086 delay: 612696
packet id 087 delay: 496496
packet id 088 delay: 522072
packet id 089 delay: 554648
packet id 090 delay: 586192
packet id 091 delay: 366392
packet id 092 delay: 783800
packet id 093 delay: 388616
packet id 094 delay: 477168
packet id 095 delay: 506144
packet id 096 delay: 462624
packet id 097 delay: 407048
packet id 098 delay: 1683688
packet id 099 delay: 490376
packet id 100 delay: 514920
packet id 101 delay: 406256
packet id 102 delay: 545904
packet id 103 delay: 695848
packet id 104 delay: 604192
packet id 105 delay: 629344
packet id 106 delay: 479656
packet id 107 delay: 474304
packet id 108 delay: 605712
packet id 109 delay: 385088
packet id 110 delay: 676360
packet id 111 delay: 449824
packet id 112 delay: 554312
packet id 113 delay: 406472
packet id 114 delay: 231672
packet id 115 delay: 424840
packet id 116 delay: 433880
packet id 117 delay: 446392
packet id 118 delay: 3356720
packet id 119 delay: 513616
packet id 120 delay: 636080
packet id 121 delay: 570720
packet id 122 delay: 330464
packet id 123 delay: 309936
packet id 124 delay: 523360
packet id 125 delay: 341888
packet id 126 delay: 357112
packet id 127 delay: 454768
packet id 128 delay: 382952
packet id 129 delay: 558984
packet id 130 delay: 612400
packet id 131 delay: 494920
packet id 132 delay: 442112
packet id 133 delay: 428888
packet id 134 delay: 443112
packet id 135 delay: 450624
packet id 136 delay: 483728
packet id 137 delay: 437680
packet id 138 delay: 546304
packet id 139 delay: 606552
packet id 140 delay: 565720
packet id 141 delay: 400264
packet id 142 delay: 413768
packet id 143 delay: 270416
packet id 144 delay: 1154976
packet id 145 loss!!!
packet id 146 delay: 336400
packet id 147 delay: 513352
packet id 148 delay: 924792
packet id 149 delay: 577608
packet id 150 delay: 361336
packet id 151 delay: 489072
packet id 152 delay: 499736
packet id 153 delay: 341256
packet id 154 delay: 525528
packet id 155 loss!!!
