MONITORED: % | ON: 38.65% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 44.54% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 6780000
MONITORED: % | ON: 0.93% | TX: 0.04% | RX: 0.05% | INT: 0.00% | ONL: 28.91% | TXL: 3.10% | RXL: 8.20% | INTL: 2.42% | Energy: 498571600
MONITORED: % | ON: 0.82% | TX: 0.04% | RX: 0.05% | INT: 0.00% | ONL: 28.70% | TXL: 3.52% | RXL: 8.06% | INTL: 2.00% | Energy: 1058146960
MONITORED: % | ON: 0.62% | TX: 0.03% | RX: 0.04% | INT: 0.00% | ONL: 24.71% | TXL: 3.22% | RXL: 6.23% | INTL: 1.46% | Energy: 1359228320
MONITORED: % | ON: 0.48% | TX: 0.02% | RX: 0.03% | INT: 0.00% | ONL: 22.15% | TXL: 2.92% | RXL: 5.05% | INTL: 1.16% | Energy: 1626968320
MONITORED: % | ON: 0.39% | TX: 0.02% | RX: 0.03% | INT: 0.00% | ONL: 20.60% | TXL: 2.75% | RXL: 4.36% | INTL: 0.98% | Energy: 1885034800
MONITORED: % | ON: 0.33% | TX: 0.02% | RX: 0.02% | INT: 0.00% | ONL: 19.47% | TXL: 2.63% | RXL: 3.83% | INTL: 0.85% | Energy: 2135322000
MONITORED: % | ON: 0.29% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 18.91% | TXL: 2.57% | RXL: 3.57% | INTL: 0.79% | Energy: 2343989920
MONITORED: % | ON: 0.27% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 18.34% | TXL: 2.49% | RXL: 3.32% | INTL: 0.72% | Energy: 2577163440
MONITORED: % | ON: 0.25% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 18.01% | TXL: 2.45% | RXL: 3.17% | INTL: 0.67% | Energy: 2825931680
MONITORED: % | ON: 0.23% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 17.64% | TXL: 2.43% | RXL: 2.98% | INTL: 0.63% | Energy: 3085672560
MONITORED: % | ON: 0.21% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 17.32% | TXL: 2.40% | RXL: 2.81% | INTL: 0.59% | Energy: 3346232960
MONITORED: % | ON: 0.19% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 17.04% | TXL: 2.37% | RXL: 2.70% | INTL: 0.56% | Energy: 3612018640
MONITORED: % | ON: 0.18% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 16.84% | TXL: 2.35% | RXL: 2.60% | INTL: 0.54% | Energy: 3815797120
MONITORED: % | ON: 0.17% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 16.61% | TXL: 2.33% | RXL: 2.49% | INTL: 0.51% | Energy: 4072452240
MONITORED: % | ON: 0.16% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 16.41% | TXL: 2.30% | RXL: 2.40% | INTL: 0.49% | Energy: 4324851840
MONITORED: % | ON: 0.15% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 16.25% | TXL: 2.29% | RXL: 2.32% | INTL: 0.48% | Energy: 4579152560
