MONITORED: % | ON: 100.00% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 100.00% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 0
MONITORED: % | ON: 56.14% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 60.35% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 9960000
MONITORED: % | ON: 0.81% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 13.79% | TXL: 0.43% | RXL: 2.73% | INTL: 0.31% | Energy: 405288080
MONITORED: % | ON: 0.30% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 11.24% | TXL: 0.20% | RXL: 1.08% | INTL: 0.13% | Energy: 1023736080
MONITORED: % | ON: 3.55% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 7.33% | TXL: 0.15% | RXL: 0.69% | INTL: 0.09% | Energy: 1518486800
MONITORED: % | ON: 5.13% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 5.46% | TXL: 0.14% | RXL: 0.51% | INTL: 0.06% | Energy: 1998858480
MONITORED: % | ON: 6.21% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 4.17% | TXL: 0.12% | RXL: 0.39% | INTL: 0.05% | Energy: 2588933200
MONITORED: % | ON: 6.83% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 3.42% | TXL: 0.11% | RXL: 0.32% | INTL: 0.04% | Energy: 3136418320
MONITORED: % | ON: 7.27% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 2.91% | TXL: 0.11% | RXL: 0.27% | INTL: 0.03% | Energy: 3691044320
MONITORED: % | ON: 7.57% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 2.55% | TXL: 0.10% | RXL: 0.23% | INTL: 0.03% | Energy: 4227679040
MONITORED: % | ON: 7.80% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 2.27% | TXL: 0.10% | RXL: 0.21% | INTL: 0.03% | Energy: 4754841920
MONITORED: % | ON: 7.98% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 2.05% | TXL: 0.10% | RXL: 0.19% | INTL: 0.02% | Energy: 5276502720
MONITORED: % | ON: 8.16% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 1.85% | TXL: 0.10% | RXL: 0.17% | INTL: 0.02% | Energy: 5902620880
MONITORED: % | ON: 8.29% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 1.68% | TXL: 0.09% | RXL: 0.15% | INTL: 0.02% | Energy: 6478741440
MONITORED: % | ON: 8.40% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 1.55% | TXL: 0.09% | RXL: 0.14% | INTL: 0.02% | Energy: 7087964160
MONITORED: % | ON: 8.49% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 1.44% | TXL: 0.09% | RXL: 0.13% | INTL: 0.02% | Energy: 7620439440
MONITORED: % | ON: 8.56% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 1.36% | TXL: 0.09% | RXL: 0.12% | INTL: 0.01% | Energy: 8172062320
MONITORED: % | ON: 8.64% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 1.27% | TXL: 0.08% | RXL: 0.11% | INTL: 0.01% | Energy: 8769174800
MONITORED: % | ON: 8.69% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 1.21% | TXL: 0.08% | RXL: 0.11% | INTL: 0.01% | Energy: 9290717120
