packet id 001 loss!!!
packet id 002 delay: 3915904
packet id 003 delay: 1912952
packet id 004 delay: 359968
packet id 005 delay: 1161600
packet id 006 delay: 1240216
packet id 007 delay: 1671264
packet id 008 delay: 2218840
packet id 009 delay: 1077360
packet id 010 delay: 206664
packet id 011 delay: 327360
packet id 012 delay: 275360
packet id 013 delay: 216240
packet id 014 delay: 260680
packet id 015 delay: 203200
packet id 016 delay: 320320
packet id 017 delay: 923440
packet id 018 delay: 180400
packet id 019 delay: 293688
packet id 020 delay: 365360
packet id 021 delay: 377520
packet id 022 delay: 131200
packet id 023 delay: 1273320
packet id 024 delay: 799952
packet id 025 delay: 336720
packet id 026 delay: 294960
packet id 027 delay: 2319600
packet id 028 delay: 2127960
packet id 029 delay: 153880
packet id 030 delay: 1844496
packet id 031 delay: 1183928
packet id 032 delay: 4754312
packet id 033 delay: 607360
packet id 034 delay: 242560
packet id 035 delay: 317280
packet id 036 delay: 308320
packet id 037 delay: 324400
packet id 038 delay: 3845728
packet id 039 delay: 264400
packet id 040 delay: 242280
packet id 041 delay: 186560
packet id 042 delay: 220200
packet id 043 delay: 357360
packet id 044 loss!!!
packet id 045 delay: 849240
packet id 046 delay: 351040
packet id 047 delay: 535520
packet id 048 delay: 265680
packet id 049 delay: 214480
packet id 050 delay: 341360
packet id 051 delay: 265680
packet id 052 delay: 293760
packet id 053 delay: 283600
packet id 054 delay: 259280
packet id 055 delay: 297040
packet id 056 delay: 584680
packet id 057 delay: 2694080
packet id 058 delay: 126880
packet id 059 delay: 335448
packet id 060 delay: 235320
packet id 061 delay: 208200
packet id 062 delay: 271472
packet id 063 delay: 313680
packet id 064 delay: 297400
packet id 065 delay: 507920
packet id 066 delay: 274560
packet id 067 delay: 512400
packet id 068 delay: 546080
packet id 069 delay: 536384
packet id 070 delay: 407560
packet id 071 delay: 338360
packet id 072 delay: 245360
packet id 073 loss!!!
packet id 074 delay: 131920
packet id 075 delay: 276280
packet id 076 delay: 241560
packet id 077 delay: 267360
packet id 078 delay: 516760
packet id 079 delay: 309360
packet id 080 delay: 245320
packet id 081 delay: 537600
packet id 082 delay: 196880
packet id 083 delay: 396080
packet id 084 delay: 204880
packet id 085 delay: 266680
packet id 086 delay: 238640
packet id 087 delay: 241280
packet id 088 delay: 239960
packet id 089 delay: 346360
packet id 090 delay: 1030760
packet id 091 delay: 207560
packet id 092 delay: 3253776
packet id 093 delay: 363040
packet id 094 delay: 609008
packet id 095 delay: 303680
packet id 096 delay: 193680
packet id 097 delay: 274640
packet id 098 delay: 354040
packet id 099 delay: 286960
packet id 100 delay: 106240
packet id 101 delay: 243680
packet id 102 delay: 237760
packet id 103 delay: 726600
packet id 104 delay: 438568
packet id 105 delay: 331640
packet id 106 delay: 275960
packet id 107 delay: 227680
packet id 108 delay: 274400
packet id 109 delay: 238640
packet id 110 delay: 930408
packet id 111 delay: 241760
packet id 112 delay: 299192
packet id 113 delay: 380200
packet id 114 loss!!!
packet id 115 delay: 231560
packet id 116 delay: 260920
packet id 117 delay: 257280
packet id 118 delay: 236200
packet id 119 delay: 173200
packet id 120 delay: 844840
packet id 121 delay: 674000
packet id 122 delay: 263680
packet id 123 delay: 1339480
packet id 124 delay: 442632
packet id 125 delay: 256360
packet id 126 delay: 196560
packet id 127 delay: 279640
packet id 128 loss!!!
packet id 129 delay: 173200
packet id 130 delay: 251600
packet id 131 delay: 280960
packet id 132 delay: 496680
packet id 133 delay: 157320
packet id 134 delay: 320680
packet id 135 delay: 216920
packet id 136 delay: 292856
packet id 137 delay: 286280
packet id 138 delay: 207600
packet id 139 delay: 309280
packet id 140 delay: 240640
packet id 141 delay: 326360
packet id 142 delay: 279960
packet id 143 delay: 296680
packet id 144 delay: 238640
packet id 145 loss!!!
packet id 146 delay: 498480
