MONITORED: % | ON: 100.00% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 100.00% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 0
MONITORED: % | ON: 73.29% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 75.85% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 6980000
MONITORED: % | ON: 40.69% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 46.38% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 7340000
MONITORED: % | ON: 2.08% | TX: 0.02% | RX: 0.04% | INT: 0.00% | ONL: 50.35% | TXL: 0.60% | RXL: 19.27% | INTL: 6.30% | Energy: 405523280
MONITORED: % | ON: 1.76% | TX: 0.03% | RX: 0.07% | INT: 0.00% | ONL: 43.71% | TXL: 1.35% | RXL: 16.58% | INTL: 4.39% | Energy: 1344512400
MONITORED: % | ON: 1.56% | TX: 0.02% | RX: 0.06% | INT: 0.00% | ONL: 42.22% | TXL: 1.30% | RXL: 15.97% | INTL: 4.54% | Energy: 2390971280
MONITORED: % | ON: 1.45% | TX: 0.03% | RX: 0.05% | INT: 0.00% | ONL: 42.08% | TXL: 1.48% | RXL: 15.73% | INTL: 4.90% | Energy: 3409347600
MONITORED: % | ON: 1.38% | TX: 0.03% | RX: 0.05% | INT: 0.00% | ONL: 41.60% | TXL: 1.79% | RXL: 15.28% | INTL: 4.70% | Energy: 4412950160
MONITORED: % | ON: 1.31% | TX: 0.03% | RX: 0.05% | INT: 0.00% | ONL: 39.14% | TXL: 1.79% | RXL: 14.14% | INTL: 4.18% | Energy: 4826211440
MONITORED: % | ON: 1.36% | TX: 0.03% | RX: 0.05% | INT: 0.00% | ONL: 36.17% | TXL: 1.65% | RXL: 12.85% | INTL: 3.75% | Energy: 5030360480
MONITORED: % | ON: 2.29% | TX: 0.03% | RX: 0.04% | INT: 0.00% | ONL: 32.08% | TXL: 1.48% | RXL: 11.38% | INTL: 3.32% | Energy: 5201263520
MONITORED: % | ON: 3.19% | TX: 0.02% | RX: 0.04% | INT: 0.00% | ONL: 28.17% | TXL: 1.33% | RXL: 9.98% | INTL: 2.91% | Energy: 5412673920
MONITORED: % | ON: 3.90% | TX: 0.02% | RX: 0.03% | INT: 0.00% | ONL: 25.07% | TXL: 1.20% | RXL: 8.87% | INTL: 2.59% | Energy: 5624059280
MONITORED: % | ON: 4.49% | TX: 0.02% | RX: 0.03% | INT: 0.00% | ONL: 22.50% | TXL: 1.08% | RXL: 7.95% | INTL: 2.32% | Energy: 5839894880
MONITORED: % | ON: 4.96% | TX: 0.02% | RX: 0.03% | INT: 0.00% | ONL: 20.46% | TXL: 1.00% | RXL: 7.22% | INTL: 2.11% | Energy: 6053213680
MONITORED: % | ON: 5.33% | TX: 0.02% | RX: 0.02% | INT: 0.00% | ONL: 18.80% | TXL: 0.93% | RXL: 6.63% | INTL: 1.94% | Energy: 6261698880
MONITORED: % | ON: 5.68% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 17.27% | TXL: 0.86% | RXL: 6.08% | INTL: 1.77% | Energy: 6490573520
MONITORED: % | ON: 5.96% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 16.07% | TXL: 0.81% | RXL: 5.65% | INTL: 1.65% | Energy: 6698176320
MONITORED: % | ON: 6.21% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 14.99% | TXL: 0.77% | RXL: 5.27% | INTL: 1.54% | Energy: 6917177520
MONITORED: % | ON: 6.42% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 14.07% | TXL: 0.73% | RXL: 4.94% | INTL: 1.44% | Energy: 7135051520
MONITORED: % | ON: 6.60% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 13.25% | TXL: 0.70% | RXL: 4.64% | INTL: 1.35% | Energy: 7353012240
MONITORED: % | ON: 6.77% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 12.54% | TXL: 0.67% | RXL: 4.39% | INTL: 1.28% | Energy: 7565107520
MONITORED: % | ON: 6.90% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 11.95% | TXL: 0.64% | RXL: 4.17% | INTL: 1.22% | Energy: 7758706000
MONITORED: % | ON: 6.96% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 11.68% | TXL: 0.63% | RXL: 4.08% | INTL: 1.19% | Energy: 7851125600
MONITORED: % | ON: 7.10% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 11.10% | TXL: 0.60% | RXL: 3.88% | INTL: 1.13% | Energy: 8067265200
MONITORED: % | ON: 7.21% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 10.60% | TXL: 0.59% | RXL: 3.69% | INTL: 1.08% | Energy: 8285375760
MONITORED: % | ON: 7.32% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 10.15% | TXL: 0.57% | RXL: 3.53% | INTL: 1.03% | Energy: 8502039040
MONITORED: % | ON: 7.41% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 9.72% | TXL: 0.55% | RXL: 3.38% | INTL: 0.98% | Energy: 8722431360
MONITORED: % | ON: 7.50% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 9.34% | TXL: 0.54% | RXL: 3.24% | INTL: 0.94% | Energy: 8941671360
MONITORED: % | ON: 7.59% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 8.98% | TXL: 0.52% | RXL: 3.11% | INTL: 0.91% | Energy: 9160657760
