MONITORED: % | ON: 100.00% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 100.00% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 5340000
MONITORED: % | ON: 51.64% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 56.29% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 5580000
MONITORED: % | ON: 29.93% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 36.66% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 5940000
MONITORED: % | ON: 1.43% | TX: 0.04% | RX: 0.02% | INT: 0.00% | ONL: 25.95% | TXL: 2.20% | RXL: 7.34% | INTL: 0.94% | Energy: 145820960
MONITORED: % | ON: 0.85% | TX: 0.04% | RX: 0.02% | INT: 0.00% | ONL: 23.92% | TXL: 1.86% | RXL: 6.43% | INTL: 1.10% | Energy: 472579440
MONITORED: % | ON: 0.72% | TX: 0.03% | RX: 0.02% | INT: 0.00% | ONL: 22.79% | TXL: 1.94% | RXL: 5.85% | INTL: 0.91% | Energy: 749274880
MONITORED: % | ON: 0.58% | TX: 0.02% | RX: 0.02% | INT: 0.00% | ONL: 21.28% | TXL: 1.99% | RXL: 5.02% | INTL: 0.77% | Energy: 969826080
MONITORED: % | ON: 0.47% | TX: 0.02% | RX: 0.02% | INT: 0.00% | ONL: 19.84% | TXL: 1.96% | RXL: 4.36% | INTL: 0.68% | Energy: 1143222560
MONITORED: % | ON: 0.40% | TX: 0.02% | RX: 0.01% | INT: 0.00% | ONL: 18.70% | TXL: 1.89% | RXL: 3.85% | INTL: 0.60% | Energy: 1297563280
MONITORED: % | ON: 0.34% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 18.01% | TXL: 1.89% | RXL: 3.50% | INTL: 0.56% | Energy: 1466666000
MONITORED: % | ON: 0.30% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 17.35% | TXL: 1.84% | RXL: 3.19% | INTL: 0.54% | Energy: 1615554000
MONITORED: % | ON: 0.29% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 17.18% | TXL: 1.84% | RXL: 3.12% | INTL: 0.54% | Energy: 1809156480
MONITORED: % | ON: 0.28% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 16.97% | TXL: 1.81% | RXL: 3.05% | INTL: 0.52% | Energy: 1977402400
MONITORED: % | ON: 0.27% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 16.83% | TXL: 1.83% | RXL: 2.97% | INTL: 0.50% | Energy: 2145759120
MONITORED: % | ON: 0.25% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 16.71% | TXL: 1.84% | RXL: 2.91% | INTL: 0.50% | Energy: 2308976880
MONITORED: % | ON: 0.24% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 16.52% | TXL: 1.83% | RXL: 2.81% | INTL: 0.49% | Energy: 2448803920
MONITORED: % | ON: 0.23% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 16.43% | TXL: 1.85% | RXL: 2.74% | INTL: 0.48% | Energy: 2607959440
MONITORED: % | ON: 0.22% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 16.35% | TXL: 1.86% | RXL: 2.69% | INTL: 0.47% | Energy: 2756157040
MONITORED: % | ON: 0.21% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 16.14% | TXL: 1.84% | RXL: 2.59% | INTL: 0.46% | Energy: 2900639760
