NODE2	<AVG delay: 750435 us>	<Energy 89.800 %>	<PRR: 94.300 %>	<Collision ratio: 55.100 %>
NODE3	<AVG delay: 772747 us>	<Energy 82.100 %>		<Collision ratio: 36.800 %>
NODE4	<AVG delay: 1246592 us>	<Energy 71.200 %>		<Collision ratio: 94.900 %>
NODE5	<AVG delay: 221357 us>	<Energy 82.000 %>		<Collision ratio: 25.400 %>
NODE6	<AVG delay: 1577909 us>	<Energy 70.000 %>		<Collision ratio: 53.500 %>
NODE7	<AVG delay: 1477757 us>	<Energy 73.200 %>		<Collision ratio: 17.000 %>
NODE8	<AVG delay: 745433 us>	<Energy 70.000 %>		<Collision ratio: 41.700 %>
NODE9	<AVG delay: 970402 us>	<Energy 70.400 %>		<Collision ratio: 61.100 %>
NODE10	<AVG delay: 541798 us>	<Energy 100.000 %>		<Collision ratio: 25.900 %>
NODE11	<AVG delay: 328457 us>	<Energy 81.100 %>		<Collision ratio: 17.200 %>
NODE12	<AVG delay: 872024 us>	<Energy 79.100 %>		<Collision ratio: 24.700 %>
NODE13	<AVG delay: 84627 us>	<Energy 72.800 %>		<Collision ratio: 4.000 %>
NODE14	<AVG delay: 1235516 us>	<Energy 79.100 %>		<Collision ratio: 34.400 %>
NODE15	<AVG delay: 681069 us>	<Energy 83.600 %>		<Collision ratio: 50.400 %>
NODE16	<AVG delay: 849865 us>	<Energy 95.300 %>		<Collision ratio: 40.600 %>
NODE17	<AVG delay: 1384668 us>	<Energy 72.000 %>		<Collision ratio: 92.500 %>
NODE18	<AVG delay: 147752 us>	<Energy 77.700 %>		<Collision ratio: 14.200 %>
NODE19	<AVG delay: 590415 us>	<Energy 73.100 %>		<Collision ratio: 36.200 %>
NODE20	<AVG delay: 1447236 us>	<Energy 73.400 %>		<Collision ratio: 18.300 %>
NODE21	<AVG delay: 945645 us>	<Energy 87.300 %>		<Collision ratio: 33.100 %>
NODE22	<AVG delay: 1184084 us>	<Energy 81.800 %>		<Collision ratio: 28.200 %>
NODE23	<AVG delay: 575120 us>	<Energy 80.400 %>		<Collision ratio: 58.900 %>
NODE24	<AVG delay: 1090392 us>	<Energy 88.700 %>		<Collision ratio: 46.000 %>
NODE25	<AVG delay: 458375 us>	<Energy 78.800 %>		<Collision ratio: 32.000 %>
NODE26	<AVG delay: 1008684 us>	<Energy 76.500 %>		<Collision ratio: 17.900 %>
NODE27	<AVG delay: 1211307 us>	<Energy 72.000 %>		<Collision ratio: 119.900 %>
NODE28	<AVG delay: 644794 us>	<Energy 75.700 %>		<Collision ratio: 26.100 %>
NODE29	<AVG delay: 937392 us>	<Energy 80.700 %>		<Collision ratio: 73.700 %>
NODE30	<AVG delay: 1390364 us>	<Energy 70.500 %>		<Collision ratio: 66.000 %>
NODE31	<AVG delay: 473238 us>	<Energy 76.400 %>		<Collision ratio: 16.800 %>
NODE32	<AVG delay: 871027 us>	<Energy 74.200 %>		<Collision ratio: 39.600 %>
NODE33	<AVG delay: 909391 us>	<Energy 80.700 %>		<Collision ratio: 35.500 %>
NODE34	<AVG delay: 1308290 us>	<Energy 77.600 %>		<Collision ratio: 19.800 %>
NODE35	<AVG delay: 1009150 us>	<Energy 71.800 %>		<Collision ratio: 110.500 %>
NODE36	<AVG delay: 321385 us>	<Energy 72.900 %>		<Collision ratio: 29.400 %>
NODE37	<AVG delay: 112566 us>	<Energy 77.900 %>		<Collision ratio: 9.300 %>
NODE38	<AVG delay: 193633 us>	<Energy 91.600 %>		<Collision ratio: 14.200 %>
NODE39	<AVG delay: 789968 us>	<Energy 71.000 %>		<Collision ratio: 124.600 %>
NODE40	<AVG delay: 508849 us>	<Energy 70.000 %>		<Collision ratio: 78.200 %>
NODE41	<AVG delay: 1144061 us>	<Energy 72.400 %>		<Collision ratio: 118.400 %>
NODE42	<AVG delay: 1174545 us>	<Energy 74.700 %>		<Collision ratio: 47.500 %>
NODE43	<AVG delay: 262212 us>	<Energy 77.800 %>		<Collision ratio: 26.000 %>
NODE44	<AVG delay: 1093294 us>	<Energy 76.600 %>		<Collision ratio: 94.100 %>
NODE45	<AVG delay: 1127075 us>	<Energy 72.800 %>		<Collision ratio: 139.100 %>
NODE46	<AVG delay: 134525 us>	<Energy 67.900 %>		<Collision ratio: 29.200 %>
NODE47	<AVG delay: 1236728 us>	<Energy 81.600 %>		<Collision ratio: 35.900 %>
NODE48	<AVG delay: 501951 us>	<Energy 87.500 %>		<Collision ratio: 36.300 %>
NODE49	<AVG delay: 1308833 us>	<Energy 73.000 %>		<Collision ratio: 155.800 %>
NODE50	<AVG delay: 1057539 us>	<Energy 74.200 %>		<Collision ratio: 34.400 %>
