packet id 001 loss!!!
packet id 002 delay: 26540608
packet id 003 loss!!!
packet id 004 delay: 14645336
packet id 005 loss!!!
packet id 006 delay: 616824
packet id 007 delay: 523040
packet id 008 delay: 482680
packet id 009 delay: 642880
packet id 010 delay: 698960
packet id 011 delay: 1235000
packet id 012 delay: 832760
packet id 013 delay: 946000
packet id 014 delay: 676440
packet id 015 delay: 1210280
packet id 016 delay: 623280
packet id 017 loss!!!
packet id 018 delay: 449840
packet id 019 delay: 888160
packet id 020 delay: 773960
packet id 021 delay: 670600
packet id 022 delay: 735560
packet id 023 loss!!!
packet id 024 delay: 556040
packet id 025 delay: 645240
packet id 026 delay: 555920
packet id 027 delay: 765720
packet id 028 delay: 691680
packet id 029 delay: 682480
packet id 030 delay: 1393000
packet id 031 delay: 672280
packet id 032 delay: 706520
packet id 033 delay: 581120
packet id 034 delay: 522640
packet id 035 delay: 750960
packet id 036 delay: 697840
packet id 037 delay: 712200
packet id 038 delay: 650160
packet id 039 delay: 584440
packet id 040 delay: 845480
packet id 041 delay: 597160
packet id 042 delay: 601120
packet id 043 delay: 1907888
packet id 044 delay: 606920
packet id 045 delay: 810720
packet id 046 delay: 747040
packet id 047 loss!!!
packet id 048 delay: 693240
packet id 049 delay: 741920
packet id 050 delay: 646520
packet id 051 delay: 783040
packet id 052 delay: 589480
packet id 053 delay: 681920
packet id 054 delay: 591320
packet id 055 delay: 571320
packet id 056 delay: 656760
packet id 057 delay: 567760
packet id 058 delay: 1026920
packet id 059 delay: 646520
packet id 060 delay: 700360
packet id 061 delay: 624080
packet id 062 delay: 635120
packet id 063 delay: 1195648
packet id 064 delay: 587040
packet id 065 delay: 661560
packet id 066 delay: 703840
packet id 067 delay: 599760
packet id 068 delay: 650160
packet id 069 delay: 819720
packet id 070 delay: 809400
packet id 071 delay: 573880
packet id 072 delay: 1247480
packet id 073 delay: 537240
packet id 074 delay: 605400
packet id 075 delay: 851080
packet id 076 delay: 619800
packet id 077 delay: 525640
packet id 078 loss!!!
packet id 079 delay: 616800
packet id 080 delay: 780680
packet id 081 delay: 1501120
packet id 082 delay: 587080
packet id 083 delay: 1188072
packet id 084 delay: 594160
packet id 085 delay: 584560
packet id 086 delay: 597480
packet id 087 delay: 521640
packet id 088 delay: 568320
packet id 089 delay: 655240
packet id 090 delay: 662520
packet id 091 loss!!!
packet id 092 delay: 628600
packet id 093 delay: 894400
packet id 094 delay: 610800
packet id 095 delay: 558248
packet id 096 delay: 466360
packet id 097 delay: 591360
packet id 098 delay: 532120
packet id 099 delay: 570920
packet id 100 delay: 406640
packet id 101 delay: 998600
packet id 102 delay: 558040
packet id 103 delay: 537000
packet id 104 loss!!!
packet id 105 delay: 668160
packet id 106 delay: 737520
packet id 107 delay: 631880
packet id 108 delay: 534800
packet id 109 delay: 610320
packet id 110 delay: 772360
packet id 111 delay: 545360
packet id 112 delay: 888840
packet id 113 delay: 1358664
packet id 114 delay: 552280
packet id 115 delay: 654880
packet id 116 delay: 626080
packet id 117 delay: 723280
packet id 118 delay: 606600
packet id 119 delay: 640880
packet id 120 loss!!!
packet id 121 delay: 496240
packet id 122 delay: 712680
packet id 123 delay: 899200
packet id 124 delay: 917640
packet id 125 delay: 594480
packet id 126 delay: 625880
packet id 127 loss!!!
packet id 128 delay: 461600
packet id 129 delay: 473680
packet id 130 delay: 547720
