MONITORED: % | ON: 100.00% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 100.00% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 4860000
MONITORED: % | ON: 74.70% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 77.13% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 7500000
MONITORED: % | ON: 42.46% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 47.99% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 7860000
MONITORED: % | ON: 2.01% | TX: 0.04% | RX: 0.07% | INT: 0.00% | ONL: 41.91% | TXL: 1.60% | RXL: 15.91% | INTL: 2.17% | Energy: 397511120
MONITORED: % | ON: 1.56% | TX: 0.04% | RX: 0.06% | INT: 0.00% | ONL: 38.03% | TXL: 1.95% | RXL: 13.69% | INTL: 1.84% | Energy: 1317847120
MONITORED: % | ON: 1.57% | TX: 0.04% | RX: 0.07% | INT: 0.00% | ONL: 38.03% | TXL: 1.81% | RXL: 14.17% | INTL: 1.98% | Energy: 2280012080
MONITORED: % | ON: 1.68% | TX: 0.04% | RX: 0.08% | INT: 0.00% | ONL: 38.71% | TXL: 2.12% | RXL: 14.45% | INTL: 1.94% | Energy: 3320741760
MONITORED: % | ON: 1.60% | TX: 0.04% | RX: 0.08% | INT: 0.00% | ONL: 37.88% | TXL: 1.84% | RXL: 14.26% | INTL: 1.94% | Energy: 4121067920
MONITORED: % | ON: 1.53% | TX: 0.03% | RX: 0.08% | INT: 0.00% | ONL: 36.29% | TXL: 1.66% | RXL: 13.60% | INTL: 1.80% | Energy: 4543207120
MONITORED: % | ON: 1.49% | TX: 0.03% | RX: 0.08% | INT: 0.00% | ONL: 34.89% | TXL: 1.56% | RXL: 12.97% | INTL: 1.65% | Energy: 4947283760
MONITORED: % | ON: 2.04% | TX: 0.03% | RX: 0.08% | INT: 0.00% | ONL: 33.44% | TXL: 1.49% | RXL: 12.56% | INTL: 1.51% | Energy: 5539276320
MONITORED: % | ON: 3.02% | TX: 0.03% | RX: 0.07% | INT: 0.00% | ONL: 29.15% | TXL: 1.33% | RXL: 10.93% | INTL: 1.32% | Energy: 5771873440
MONITORED: % | ON: 3.76% | TX: 0.03% | RX: 0.06% | INT: 0.00% | ONL: 25.88% | TXL: 1.20% | RXL: 9.69% | INTL: 1.17% | Energy: 5999336160
MONITORED: % | ON: 4.38% | TX: 0.02% | RX: 0.05% | INT: 0.00% | ONL: 23.18% | TXL: 1.09% | RXL: 8.66% | INTL: 1.04% | Energy: 6236695440
MONITORED: % | ON: 4.87% | TX: 0.02% | RX: 0.05% | INT: 0.00% | ONL: 21.02% | TXL: 1.01% | RXL: 7.84% | INTL: 0.94% | Energy: 6471180000
MONITORED: % | ON: 5.28% | TX: 0.02% | RX: 0.05% | INT: 0.00% | ONL: 19.24% | TXL: 0.93% | RXL: 7.17% | INTL: 0.86% | Energy: 6698279280
MONITORED: % | ON: 5.60% | TX: 0.02% | RX: 0.04% | INT: 0.00% | ONL: 17.81% | TXL: 0.87% | RXL: 6.63% | INTL: 0.80% | Energy: 6916028960
