MONITORED: % | ON: 2.98% | TX: 0.02% | RX: 0.03% | INT: 0.00% | ONL: 18.36% | TXL: 1.29% | RXL: 3.48% | INTL: 0.12% | Energy: 51999520
MONITORED: % | ON: 0.83% | TX: 0.04% | RX: 0.05% | INT: 0.00% | ONL: 20.41% | TXL: 2.28% | RXL: 4.58% | INTL: 0.31% | Energy: 709688560
MONITORED: % | ON: 0.46% | TX: 0.02% | RX: 0.03% | INT: 0.00% | ONL: 15.70% | TXL: 1.26% | RXL: 2.64% | INTL: 0.21% | Energy: 1103083600
MONITORED: % | ON: 0.31% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 13.84% | TXL: 0.92% | RXL: 1.84% | INTL: 0.17% | Energy: 1450889440
MONITORED: % | ON: 0.24% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 13.08% | TXL: 0.79% | RXL: 1.50% | INTL: 0.15% | Energy: 1760778800
MONITORED: % | ON: 1.24% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 11.56% | TXL: 0.71% | RXL: 1.27% | INTL: 0.13% | Energy: 2085422560
MONITORED: % | ON: 2.71% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 9.62% | TXL: 0.63% | RXL: 1.05% | INTL: 0.10% | Energy: 2434160400
MONITORED: % | ON: 3.56% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 8.50% | TXL: 0.59% | RXL: 0.92% | INTL: 0.09% | Energy: 2710748800
MONITORED: % | ON: 4.35% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 7.45% | TXL: 0.55% | RXL: 0.80% | INTL: 0.08% | Energy: 3051211200
MONITORED: % | ON: 4.96% | TX: 0.00% | RX: 0.01% | INT: 0.00% | ONL: 6.65% | TXL: 0.52% | RXL: 0.71% | INTL: 0.07% | Energy: 3399954320
MONITORED: % | ON: 5.45% | TX: 0.00% | RX: 0.01% | INT: 0.00% | ONL: 5.99% | TXL: 0.49% | RXL: 0.64% | INTL: 0.06% | Energy: 3748886720
MONITORED: % | ON: 5.84% | TX: 0.00% | RX: 0.01% | INT: 0.00% | ONL: 5.49% | TXL: 0.47% | RXL: 0.58% | INTL: 0.06% | Energy: 4088673120
MONITORED: % | ON: 6.16% | TX: 0.00% | RX: 0.01% | INT: 0.00% | ONL: 5.06% | TXL: 0.45% | RXL: 0.53% | INTL: 0.05% | Energy: 4432279840
MONITORED: % | ON: 6.38% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 4.76% | TXL: 0.44% | RXL: 0.50% | INTL: 0.05% | Energy: 4707664000
MONITORED: % | ON: 6.63% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 4.43% | TXL: 0.42% | RXL: 0.46% | INTL: 0.04% | Energy: 5050550400
MONITORED: % | ON: 6.83% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 4.17% | TXL: 0.42% | RXL: 0.43% | INTL: 0.04% | Energy: 5395473200
MONITORED: % | ON: 7.01% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 3.93% | TXL: 0.41% | RXL: 0.40% | INTL: 0.04% | Energy: 5739878320
