MONITORED: % | ON: 100.00% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 100.00% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 0
MONITORED: % | ON: 41.93% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 47.50% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 7700000
MONITORED: % | ON: 1.26% | TX: 0.08% | RX: 0.08% | INT: 0.00% | ONL: 29.28% | TXL: 1.19% | RXL: 8.34% | INTL: 0.66% | Energy: 371346800
MONITORED: % | ON: 0.71% | TX: 0.11% | RX: 0.04% | INT: 0.00% | ONL: 21.17% | TXL: 0.84% | RXL: 5.11% | INTL: 0.37% | Energy: 983082720
MONITORED: % | ON: 0.57% | TX: 0.11% | RX: 0.03% | INT: 0.00% | ONL: 18.43% | TXL: 0.62% | RXL: 4.10% | INTL: 0.30% | Energy: 1448927360
MONITORED: % | ON: 0.49% | TX: 0.10% | RX: 0.02% | INT: 0.00% | ONL: 16.90% | TXL: 0.50% | RXL: 3.50% | INTL: 0.26% | Energy: 1847453520
MONITORED: % | ON: 0.47% | TX: 0.09% | RX: 0.02% | INT: 0.00% | ONL: 15.83% | TXL: 0.43% | RXL: 3.03% | INTL: 0.23% | Energy: 2124837200
MONITORED: % | ON: 0.44% | TX: 0.08% | RX: 0.02% | INT: 0.00% | ONL: 15.05% | TXL: 0.38% | RXL: 2.68% | INTL: 0.22% | Energy: 2349999200
MONITORED: % | ON: 0.41% | TX: 0.08% | RX: 0.02% | INT: 0.00% | ONL: 14.29% | TXL: 0.32% | RXL: 2.34% | INTL: 0.20% | Energy: 2629681360
MONITORED: % | ON: 0.39% | TX: 0.07% | RX: 0.02% | INT: 0.00% | ONL: 13.66% | TXL: 0.29% | RXL: 2.05% | INTL: 0.18% | Energy: 2929828400
MONITORED: % | ON: 0.37% | TX: 0.07% | RX: 0.01% | INT: 0.00% | ONL: 13.17% | TXL: 0.25% | RXL: 1.83% | INTL: 0.17% | Energy: 3231735920
