MONITORED: % | ON: 56.14% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 60.35% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 3320000
MONITORED: % | ON: 29.91% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 36.64% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 3560000
MONITORED: % | ON: 17.58% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 25.49% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 3920000
MONITORED: % | ON: 1.56% | TX: 0.03% | RX: 0.03% | INT: 0.00% | ONL: 23.12% | TXL: 0.91% | RXL: 7.57% | INTL: 2.78% | Energy: 291649360
MONITORED: % | ON: 0.66% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 15.01% | TXL: 0.48% | RXL: 3.33% | INTL: 0.97% | Energy: 675790880
MONITORED: % | ON: 0.45% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 13.22% | TXL: 0.33% | RXL: 2.34% | INTL: 0.66% | Energy: 931406240
MONITORED: % | ON: 0.38% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 12.70% | TXL: 0.30% | RXL: 2.04% | INTL: 0.59% | Energy: 1049541840
MONITORED: % | ON: 0.30% | TX: 0.00% | RX: 0.01% | INT: 0.00% | ONL: 12.04% | TXL: 0.24% | RXL: 1.69% | INTL: 0.47% | Energy: 1396569120
MONITORED: % | ON: 0.27% | TX: 0.00% | RX: 0.01% | INT: 0.00% | ONL: 11.83% | TXL: 0.22% | RXL: 1.57% | INTL: 0.43% | Energy: 1573903280
MONITORED: % | ON: 0.24% | TX: 0.00% | RX: 0.01% | INT: 0.00% | ONL: 11.58% | TXL: 0.21% | RXL: 1.41% | INTL: 0.40% | Energy: 1776764000
MONITORED: % | ON: 0.21% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 11.32% | TXL: 0.19% | RXL: 1.28% | INTL: 0.35% | Energy: 2097662640
MONITORED: % | ON: 0.20% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 11.25% | TXL: 0.18% | RXL: 1.24% | INTL: 0.34% | Energy: 2196841280
MONITORED: % | ON: 0.19% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 11.16% | TXL: 0.19% | RXL: 1.18% | INTL: 0.33% | Energy: 2488237520
MONITORED: % | ON: 0.18% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 11.08% | TXL: 0.19% | RXL: 1.13% | INTL: 0.31% | Energy: 2796208240
MONITORED: % | ON: 0.17% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 11.05% | TXL: 0.19% | RXL: 1.11% | INTL: 0.31% | Energy: 2870578880
MONITORED: % | ON: 0.15% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 10.94% | TXL: 0.19% | RXL: 1.03% | INTL: 0.30% | Energy: 3197826560
MONITORED: % | ON: 0.15% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 10.87% | TXL: 0.19% | RXL: 0.99% | INTL: 0.29% | Energy: 3424573040
MONITORED: % | ON: 0.14% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 10.83% | TXL: 0.19% | RXL: 0.96% | INTL: 0.28% | Energy: 3575466800
MONITORED: % | ON: 0.13% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 10.76% | TXL: 0.19% | RXL: 0.91% | INTL: 0.27% | Energy: 3891509120
MONITORED: % | ON: 0.12% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 10.73% | TXL: 0.19% | RXL: 0.90% | INTL: 0.27% | Energy: 4049788240
MONITORED: % | ON: 0.12% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 10.70% | TXL: 0.18% | RXL: 0.88% | INTL: 0.27% | Energy: 4265854960
MONITORED: % | ON: 0.11% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 10.65% | TXL: 0.19% | RXL: 0.84% | INTL: 0.26% | Energy: 4601138960
MONITORED: % | ON: 0.11% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 10.63% | TXL: 0.19% | RXL: 0.83% | INTL: 0.26% | Energy: 4672974080
