packet id 001 loss!!!
packet id 002 delay: 1245848
packet id 003 delay: 1390848
packet id 004 delay: 1061336
packet id 005 delay: 1188848
packet id 006 delay: 1305320
packet id 007 delay: 1186320
packet id 008 delay: 1252320
packet id 009 delay: 1159904
packet id 010 delay: 1065280
packet id 011 delay: 1253640
packet id 012 delay: 1326960
packet id 013 delay: 1270376
packet id 014 delay: 1155528
packet id 015 delay: 1147600
packet id 016 delay: 1289056
packet id 017 delay: 1138112
packet id 018 delay: 1690016
packet id 019 delay: 1094112
packet id 020 delay: 1236904
packet id 021 delay: 1293888
packet id 022 delay: 1219056
packet id 023 delay: 1276000
packet id 024 delay: 1113960
packet id 025 delay: 1164208
packet id 026 delay: 1176056
packet id 027 delay: 1281056
packet id 028 delay: 1236584
packet id 029 delay: 1408888
packet id 030 delay: 1236280
packet id 031 delay: 1153320
packet id 032 delay: 1281280
packet id 033 delay: 1132848
packet id 034 delay: 1207264
packet id 035 delay: 1333528
packet id 036 delay: 1333888
packet id 037 delay: 1154000
packet id 038 delay: 1110056
packet id 039 delay: 1241320
packet id 040 delay: 1299736
packet id 041 loss!!!
packet id 042 delay: 1105112
packet id 043 delay: 1177960
packet id 044 delay: 1287320
packet id 045 delay: 1186584
packet id 046 delay: 1181320
packet id 047 delay: 1179584
packet id 048 delay: 3162248
packet id 049 delay: 1269112
packet id 050 delay: 1945568
packet id 051 delay: 1092168
packet id 052 delay: 1272000
packet id 053 delay: 1233056
packet id 054 delay: 1251848
packet id 055 delay: 1209408
packet id 056 delay: 1086224
packet id 057 delay: 1286528
packet id 058 delay: 1194584
packet id 059 delay: 1103808
packet id 060 delay: 1573880
packet id 061 delay: 1148336
packet id 062 delay: 1336264
packet id 063 delay: 1268376
packet id 064 delay: 1154752
packet id 065 delay: 1177056
packet id 066 delay: 1260792
packet id 067 delay: 1173488
packet id 068 delay: 1130128
packet id 069 delay: 1283432
packet id 070 delay: 976656
packet id 071 delay: 1227848
packet id 072 delay: 2221984
packet id 073 loss!!!
packet id 074 delay: 1086280
packet id 075 delay: 1293528
packet id 076 delay: 1174000
packet id 077 delay: 1245168
packet id 078 delay: 1265208
packet id 079 loss!!!
packet id 080 delay: 1219224
packet id 081 delay: 1275944
packet id 082 delay: 2363256
packet id 083 delay: 1082128
packet id 084 delay: 935240
packet id 085 delay: 1599056
packet id 086 delay: 1202320
packet id 087 delay: 1148904
packet id 088 delay: 1331000
packet id 089 delay: 1148904
packet id 090 delay: 1859000
packet id 091 delay: 1138056
packet id 092 delay: 1290112
packet id 093 delay: 1334168
packet id 094 delay: 1244320
packet id 095 delay: 1254432
packet id 096 delay: 1302640
packet id 097 delay: 1108848
packet id 098 delay: 1260112
packet id 099 delay: 1153432
packet id 100 delay: 1169280
packet id 101 delay: 1268792
packet id 102 delay: 1102808
packet id 103 delay: 1240320
packet id 104 loss!!!
packet id 105 delay: 1135320
packet id 106 delay: 1156224
packet id 107 delay: 1300168
packet id 108 delay: 2032360
packet id 109 delay: 1280208
packet id 110 delay: 1198280
packet id 111 delay: 1150320
packet id 112 delay: 1170960
packet id 113 delay: 1237056
packet id 114 delay: 1140224
packet id 115 delay: 1039128
packet id 116 delay: 1349168
packet id 117 delay: 1613360
packet id 118 delay: 1255264
packet id 119 delay: 1533512
packet id 120 delay: 1190792
packet id 121 delay: 1219112
packet id 122 delay: 1045016
packet id 123 delay: 1286056
packet id 124 delay: 1049184
packet id 125 delay: 1218000
packet id 126 delay: 1224944
packet id 127 delay: 2208320
packet id 128 delay: 1361736
packet id 129 delay: 1215792
packet id 130 delay: 1318904
packet id 131 delay: 1220736
packet id 132 delay: 1128168
packet id 133 delay: 1218112
packet id 134 delay: 1173056
packet id 135 delay: 1393944
packet id 136 delay: 1257000
packet id 137 delay: 1238112
packet id 138 delay: 1304744
packet id 139 delay: 1129280
packet id 140 delay: 1196488
packet id 141 delay: 1280224
packet id 142 delay: 1237640
packet id 143 delay: 1162168
packet id 144 delay: 1109112
packet id 145 loss!!!
packet id 146 delay: 1368320
packet id 147 delay: 1235112
packet id 148 delay: 1254640
packet id 149 delay: 1081016
packet id 150 loss!!!
packet id 151 delay: 1149488
packet id 152 delay: 1199112
packet id 153 delay: 1346168
packet id 154 delay: 1126792
packet id 155 delay: 1212320
packet id 156 loss!!!
packet id 157 delay: 1222640
packet id 158 delay: 1153224
packet id 159 delay: 996128
packet id 160 loss!!!
packet id 161 delay: 1222432
packet id 162 delay: 1239168
packet id 163 delay: 1241000
packet id 164 delay: 1254376
packet id 165 delay: 1187112
packet id 166 delay: 1154920
packet id 167 delay: 1261432
packet id 168 delay: 1169432
packet id 169 delay: 1213056
packet id 170 delay: 1356736
packet id 171 delay: 1279848
packet id 172 delay: 1232016
