packet id 001 loss!!!
packet id 002 delay: 901840
packet id 003 delay: 1482744
packet id 004 delay: 244320
packet id 005 delay: 389520
packet id 006 delay: 1866000
packet id 007 loss!!!
packet id 008 delay: 277680
packet id 009 delay: 380520
packet id 010 delay: 419200
packet id 011 delay: 325400
packet id 012 delay: 329080
packet id 013 delay: 359800
packet id 014 delay: 478520
packet id 015 loss!!!
packet id 016 delay: 311360
packet id 017 delay: 298360
packet id 018 delay: 439840
packet id 019 delay: 412920
packet id 020 delay: 429760
packet id 021 delay: 378040
packet id 022 delay: 421160
packet id 023 delay: 428640
packet id 024 loss!!!
packet id 025 delay: 405080
packet id 026 delay: 395880
packet id 027 delay: 354400
packet id 028 delay: 413880
packet id 029 delay: 344360
packet id 030 delay: 384040
packet id 031 delay: 480520
packet id 032 delay: 402200
packet id 033 delay: 972080
packet id 034 delay: 462040
packet id 035 loss!!!
packet id 036 delay: 413160
packet id 037 delay: 432880
packet id 038 delay: 418840
packet id 039 delay: 481840
packet id 040 delay: 478880
packet id 041 delay: 438600
packet id 042 delay: 389840
packet id 043 delay: 686280
packet id 044 delay: 465440
packet id 045 delay: 483200
packet id 046 delay: 498200
packet id 047 delay: 491520
packet id 048 delay: 375160
packet id 049 loss!!!
packet id 050 delay: 446320
packet id 051 delay: 410200
packet id 052 delay: 444520
packet id 053 delay: 458880
packet id 054 delay: 426240
packet id 055 delay: 632080
packet id 056 delay: 709840
packet id 057 delay: 493880
packet id 058 delay: 454520
packet id 059 delay: 1282400
packet id 060 delay: 348360
packet id 061 delay: 472600
packet id 062 delay: 424760
packet id 063 delay: 731040
packet id 064 delay: 428520
packet id 065 delay: 858680
packet id 066 delay: 498240
packet id 067 delay: 457520
packet id 068 delay: 466520
packet id 069 delay: 484520
packet id 070 delay: 405840
packet id 071 delay: 459280
packet id 072 delay: 374160
packet id 073 delay: 424840
packet id 074 delay: 476880
packet id 075 delay: 303360
packet id 076 delay: 535600
packet id 077 delay: 300360
packet id 078 delay: 397840
packet id 079 delay: 462560
packet id 080 delay: 455520
packet id 081 delay: 307360
packet id 082 delay: 470520
packet id 083 delay: 367080
packet id 084 delay: 373480
packet id 085 delay: 431520
packet id 086 delay: 405200
packet id 087 delay: 391520
packet id 088 delay: 269240
packet id 089 delay: 2541800
packet id 090 delay: 463880
packet id 091 delay: 379160
packet id 092 delay: 424840
packet id 093 delay: 414880
packet id 094 delay: 427840
packet id 095 delay: 374160
packet id 096 delay: 329360
packet id 097 delay: 365800
packet id 098 delay: 472320
packet id 099 delay: 469840
packet id 100 delay: 655520
packet id 101 loss!!!
packet id 102 delay: 417520
packet id 103 delay: 415840
packet id 104 delay: 465880
packet id 105 delay: 470520
packet id 106 delay: 1739280
packet id 107 delay: 306360
packet id 108 delay: 368440
packet id 109 delay: 482200
packet id 110 delay: 300800
packet id 111 delay: 484200
packet id 112 delay: 389840
packet id 113 delay: 399200
packet id 114 delay: 671680
packet id 115 delay: 344120
packet id 116 delay: 440560
packet id 117 delay: 386840
packet id 118 delay: 395520
packet id 119 delay: 373720
packet id 120 delay: 404840
packet id 121 delay: 378400
packet id 122 delay: 397840
packet id 123 delay: 465240
packet id 124 delay: 312720
packet id 125 delay: 430560
packet id 126 delay: 1510480
packet id 127 loss!!!
packet id 128 delay: 317760
packet id 129 delay: 434760
packet id 130 delay: 331360
packet id 131 delay: 446840
packet id 132 delay: 401200
packet id 133 delay: 409720
packet id 134 delay: 407160
packet id 135 delay: 407200
packet id 136 delay: 414840
packet id 137 delay: 441200
packet id 138 delay: 418520
packet id 139 delay: 406200
packet id 140 delay: 408120
packet id 141 delay: 388760
packet id 142 delay: 743320
packet id 143 delay: 324400
packet id 144 delay: 464520
packet id 145 delay: 452520
packet id 146 delay: 493520
packet id 147 delay: 435520
packet id 148 delay: 372480
packet id 149 delay: 451200
packet id 150 delay: 814960
packet id 151 delay: 476160
packet id 152 delay: 318040
packet id 153 delay: 397200
packet id 154 loss!!!
packet id 155 delay: 453520
packet id 156 delay: 461200
