MONITORED: % | ON: 100.00% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 100.00% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 0
MONITORED: % | ON: 49.90% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 54.71% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 5220000
MONITORED: % | ON: 28.49% | TX: 0.00% | RX: 0.00% | INT: 0.00% | ONL: 35.35% | TXL: 0.00% | RXL: 0.00% | INTL: 0.00% | Energy: 5580000
MONITORED: % | ON: 0.72% | TX: 0.05% | RX: 0.09% | INT: 0.00% | ONL: 16.54% | TXL: 1.56% | RXL: 3.64% | INTL: 0.33% | Energy: 329279840
MONITORED: % | ON: 0.28% | TX: 0.02% | RX: 0.04% | INT: 0.00% | ONL: 12.21% | TXL: 0.55% | RXL: 1.47% | INTL: 0.12% | Energy: 885606080
MONITORED: % | ON: 1.33% | TX: 0.01% | RX: 0.03% | INT: 0.00% | ONL: 10.36% | TXL: 0.45% | RXL: 1.01% | INTL: 0.09% | Energy: 1219642800
MONITORED: % | ON: 3.71% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 7.39% | TXL: 0.32% | RXL: 0.72% | INTL: 0.07% | Energy: 1615987600
MONITORED: % | ON: 5.18% | TX: 0.01% | RX: 0.02% | INT: 0.00% | ONL: 5.56% | TXL: 0.24% | RXL: 0.54% | INTL: 0.05% | Energy: 2072353440
MONITORED: % | ON: 5.98% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 4.58% | TXL: 0.20% | RXL: 0.44% | INTL: 0.04% | Energy: 2469896160
MONITORED: % | ON: 6.50% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 3.93% | TXL: 0.17% | RXL: 0.38% | INTL: 0.04% | Energy: 2841109760
MONITORED: % | ON: 6.93% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 3.41% | TXL: 0.15% | RXL: 0.33% | INTL: 0.03% | Energy: 3245632960
MONITORED: % | ON: 7.22% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 3.05% | TXL: 0.14% | RXL: 0.30% | INTL: 0.03% | Energy: 3602298080
MONITORED: % | ON: 7.47% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 2.73% | TXL: 0.12% | RXL: 0.27% | INTL: 0.02% | Energy: 3992118800
MONITORED: % | ON: 7.72% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 2.43% | TXL: 0.11% | RXL: 0.24% | INTL: 0.02% | Energy: 4464574000
MONITORED: % | ON: 7.88% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 2.23% | TXL: 0.10% | RXL: 0.22% | INTL: 0.02% | Energy: 4837587440
MONITORED: % | ON: 8.01% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 2.06% | TXL: 0.10% | RXL: 0.20% | INTL: 0.02% | Energy: 5229432160
MONITORED: % | ON: 8.15% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 1.89% | TXL: 0.09% | RXL: 0.18% | INTL: 0.02% | Energy: 5675225360
MONITORED: % | ON: 8.23% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 1.79% | TXL: 0.08% | RXL: 0.17% | INTL: 0.02% | Energy: 5998468720
MONITORED: % | ON: 8.33% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 1.67% | TXL: 0.08% | RXL: 0.16% | INTL: 0.01% | Energy: 6411382400
MONITORED: % | ON: 8.42% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 1.57% | TXL: 0.07% | RXL: 0.15% | INTL: 0.01% | Energy: 6818276880
MONITORED: % | ON: 8.50% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 1.47% | TXL: 0.07% | RXL: 0.14% | INTL: 0.01% | Energy: 7263801120
MONITORED: % | ON: 8.56% | TX: 0.01% | RX: 0.01% | INT: 0.00% | ONL: 1.39% | TXL: 0.07% | RXL: 0.13% | INTL: 0.01% | Energy: 7672104080
MONITORED: % | ON: 8.62% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 1.32% | TXL: 0.06% | RXL: 0.13% | INTL: 0.01% | Energy: 8057743200
MONITORED: % | ON: 8.66% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 1.26% | TXL: 0.06% | RXL: 0.12% | INTL: 0.01% | Energy: 8424103120
MONITORED: % | ON: 8.71% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 1.20% | TXL: 0.06% | RXL: 0.12% | INTL: 0.01% | Energy: 8816474800
MONITORED: % | ON: 8.75% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 1.15% | TXL: 0.06% | RXL: 0.11% | INTL: 0.01% | Energy: 9236124240
MONITORED: % | ON: 8.79% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 1.10% | TXL: 0.05% | RXL: 0.11% | INTL: 0.01% | Energy: 9623540320
MONITORED: % | ON: 8.83% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 1.06% | TXL: 0.05% | RXL: 0.10% | INTL: 0.01% | Energy: 10030202000
MONITORED: % | ON: 8.87% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 1.01% | TXL: 0.05% | RXL: 0.10% | INTL: 0.01% | Energy: 10470951680
MONITORED: % | ON: 8.89% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.98% | TXL: 0.05% | RXL: 0.09% | INTL: 0.01% | Energy: 10827642160
MONITORED: % | ON: 8.92% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.94% | TXL: 0.05% | RXL: 0.09% | INTL: 0.01% | Energy: 11245398400
MONITORED: % | ON: 8.95% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.91% | TXL: 0.05% | RXL: 0.09% | INTL: 0.01% | Energy: 11642416960
MONITORED: % | ON: 8.98% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.88% | TXL: 0.04% | RXL: 0.08% | INTL: 0.01% | Energy: 12042706160
MONITORED: % | ON: 9.00% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.85% | TXL: 0.04% | RXL: 0.08% | INTL: 0.01% | Energy: 12443124640
MONITORED: % | ON: 9.02% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.83% | TXL: 0.04% | RXL: 0.08% | INTL: 0.01% | Energy: 12787862400
MONITORED: % | ON: 9.04% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.80% | TXL: 0.04% | RXL: 0.08% | INTL: 0.01% | Energy: 13205392800
MONITORED: % | ON: 9.05% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.78% | TXL: 0.04% | RXL: 0.08% | INTL: 0.01% | Energy: 13515571920
MONITORED: % | ON: 9.07% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.75% | TXL: 0.04% | RXL: 0.07% | INTL: 0.01% | Energy: 13989359200
MONITORED: % | ON: 9.09% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.74% | TXL: 0.04% | RXL: 0.07% | INTL: 0.01% | Energy: 14368079280
MONITORED: % | ON: 9.11% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.72% | TXL: 0.04% | RXL: 0.07% | INTL: 0.01% | Energy: 14757283680
MONITORED: % | ON: 9.12% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.70% | TXL: 0.04% | RXL: 0.07% | INTL: 0.01% | Energy: 15137799760
MONITORED: % | ON: 9.14% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.68% | TXL: 0.04% | RXL: 0.07% | INTL: 0.01% | Energy: 15564259360
MONITORED: % | ON: 9.15% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.66% | TXL: 0.04% | RXL: 0.06% | INTL: 0.01% | Energy: 15918608640
MONITORED: % | ON: 9.16% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.65% | TXL: 0.04% | RXL: 0.06% | INTL: 0.01% | Energy: 16314152800
MONITORED: % | ON: 9.17% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.63% | TXL: 0.03% | RXL: 0.06% | INTL: 0.01% | Energy: 16716117280
MONITORED: % | ON: 9.19% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.62% | TXL: 0.03% | RXL: 0.06% | INTL: 0.01% | Energy: 17117088240
MONITORED: % | ON: 9.19% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.60% | TXL: 0.03% | RXL: 0.06% | INTL: 0.01% | Energy: 17468107520
MONITORED: % | ON: 9.20% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.59% | TXL: 0.03% | RXL: 0.06% | INTL: 0.01% | Energy: 17856961120
MONITORED: % | ON: 9.22% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.58% | TXL: 0.03% | RXL: 0.06% | INTL: 0.01% | Energy: 18239704800
MONITORED: % | ON: 9.22% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.57% | TXL: 0.03% | RXL: 0.05% | INTL: 0.00% | Energy: 18604308720
MONITORED: % | ON: 9.23% | TX: 0.01% | RX: 0.00% | INT: 0.00% | ONL: 0.56% | TXL: 0.03% | RXL: 0.05% | INTL: 0.00% | Energy: 18989440160
