packet id 001 loss!!!
packet id 002 delay: 1008880
packet id 003 delay: 855600
packet id 004 delay: 943040
packet id 005 delay: 785920
packet id 006 delay: 900240
packet id 007 delay: 810280
packet id 008 delay: 762400
packet id 009 delay: 553840
packet id 010 delay: 3085520
packet id 011 delay: 1162720
packet id 012 delay: 1083960
packet id 013 loss!!!
packet id 014 loss!!!
packet id 015 delay: 745200
packet id 016 delay: 777120
packet id 017 delay: 637840
packet id 018 delay: 806360
packet id 019 delay: 974784
packet id 020 delay: 1022504
packet id 021 loss!!!
packet id 022 delay: 1036864
packet id 023 delay: 818824
packet id 024 delay: 995944
packet id 025 delay: 1069424
packet id 026 delay: 1770264
packet id 027 delay: 1291984
packet id 028 delay: 1066864
packet id 029 loss!!!
packet id 030 delay: 2585864
packet id 031 delay: 1141304
packet id 032 delay: 2587344
packet id 033 delay: 888504
packet id 034 delay: 1038184
packet id 035 delay: 900104
packet id 036 delay: 1033464
packet id 037 delay: 1120344
packet id 038 delay: 2350344
packet id 039 delay: 787184
packet id 040 delay: 1933224
packet id 041 delay: 2529384
packet id 042 delay: 1001704
packet id 043 delay: 1061904
packet id 044 delay: 1097704
packet id 045 delay: 757584
packet id 046 delay: 1140624
packet id 047 delay: 1099984
packet id 048 delay: 1106864
packet id 049 delay: 2385264
packet id 050 delay: 1002904
packet id 051 delay: 1180520
packet id 052 delay: 831000
packet id 053 delay: 1122360
packet id 054 delay: 914360
packet id 055 delay: 750800
packet id 056 delay: 2470760
packet id 057 delay: 597160
packet id 058 delay: 691720
packet id 059 delay: 669760
packet id 060 delay: 823840
packet id 061 delay: 633320
packet id 062 delay: 749800
packet id 063 delay: 599920
packet id 064 delay: 631000
packet id 065 delay: 2236320
packet id 066 delay: 1725040
packet id 067 delay: 2503160
packet id 068 delay: 805600
packet id 069 delay: 905160
packet id 070 delay: 807480
packet id 071 delay: 828680
packet id 072 loss!!!
packet id 073 delay: 910000
packet id 074 delay: 755800
packet id 075 delay: 868400
packet id 076 delay: 882280
packet id 077 delay: 2271400
packet id 078 delay: 1424360
packet id 079 delay: 963760
packet id 080 delay: 1543560
packet id 081 delay: 934800
packet id 082 delay: 636760
packet id 083 delay: 802800
packet id 084 delay: 1188400
packet id 085 delay: 1844040
packet id 086 delay: 1142160
packet id 087 delay: 701080
packet id 088 delay: 880280
packet id 089 delay: 713200
packet id 090 delay: 1036600
packet id 091 delay: 768440
packet id 092 delay: 803320
packet id 093 delay: 841640
packet id 094 delay: 889760
packet id 095 delay: 704520
packet id 096 delay: 912280
packet id 097 delay: 845120
packet id 098 loss!!!
packet id 099 delay: 880720
packet id 100 delay: 1248120
packet id 101 delay: 942120
packet id 102 loss!!!
packet id 103 delay: 828320
packet id 104 delay: 1165280
packet id 105 delay: 802160
packet id 106 delay: 835320
packet id 107 delay: 918480
packet id 108 delay: 753400
packet id 109 delay: 605240
packet id 110 delay: 854880
packet id 111 delay: 743400
packet id 112 delay: 811840
packet id 113 delay: 771840
packet id 114 delay: 793160
packet id 115 delay: 728080
packet id 116 delay: 767320
packet id 117 delay: 1104640
packet id 118 delay: 721440
packet id 119 delay: 690760
packet id 120 delay: 805920
packet id 121 delay: 1050456
packet id 122 delay: 751200
packet id 123 delay: 768560
packet id 124 delay: 757760
packet id 125 delay: 700360
packet id 126 delay: 640760
packet id 127 delay: 828520
packet id 128 delay: 883600
packet id 129 delay: 634800
packet id 130 delay: 1186800
packet id 131 delay: 801920
packet id 132 delay: 833960
packet id 133 delay: 844560
packet id 134 delay: 1073280
packet id 135 delay: 829560
packet id 136 delay: 680880
packet id 137 delay: 599240
packet id 138 delay: 621200
packet id 139 delay: 1435440
packet id 140 delay: 955080
packet id 141 delay: 2365560
packet id 142 delay: 706200
packet id 143 delay: 883880
packet id 144 delay: 757120
packet id 145 delay: 1266040
packet id 146 delay: 1662960
packet id 147 loss!!!
packet id 148 delay: 731720
packet id 149 delay: 964920
packet id 150 delay: 1024520
packet id 151 delay: 911480
packet id 152 delay: 572280
packet id 153 delay: 996184
packet id 154 delay: 758920
packet id 155 delay: 789120
packet id 156 delay: 885000
packet id 157 delay: 747200
packet id 158 delay: 610600
packet id 159 delay: 948840
packet id 160 delay: 616560
packet id 161 delay: 2667320
packet id 162 delay: 764240
packet id 163 delay: 815600
packet id 164 delay: 837400
packet id 165 delay: 818960
packet id 166 delay: 720600
packet id 167 delay: 697760
packet id 168 delay: 709480
packet id 169 delay: 815840
packet id 170 delay: 1046960
packet id 171 delay: 1375560
packet id 172 delay: 708760
packet id 173 delay: 915760
packet id 174 delay: 801960
packet id 175 delay: 739600
packet id 176 delay: 815080
packet id 177 delay: 782200
packet id 178 delay: 718680
packet id 179 delay: 835560
packet id 180 loss!!!
packet id 181 loss!!!
packet id 182 delay: 943200
packet id 183 delay: 757760
packet id 184 delay: 717120
packet id 185 delay: 764920
packet id 186 delay: 758000
packet id 187 delay: 771840
packet id 188 loss!!!
packet id 189 delay: 653920
packet id 190 delay: 831160
packet id 191 delay: 930160
packet id 192 delay: 431200
packet id 193 delay: 715520
packet id 194 delay: 856424
packet id 195 delay: 893880
packet id 196 delay: 808320
packet id 197 delay: 893040
packet id 198 delay: 800080
packet id 199 delay: 669720
packet id 200 delay: 785600
packet id 201 delay: 682880
packet id 202 delay: 883480
packet id 203 delay: 820480
packet id 204 delay: 761440
packet id 205 delay: 797840
packet id 206 delay: 1018520
packet id 207 delay: 1112680
packet id 208 delay: 1151120
packet id 209 delay: 857400
packet id 210 delay: 807560
packet id 211 delay: 901320
packet id 212 delay: 902160
packet id 213 delay: 631120
packet id 214 delay: 943160
packet id 215 delay: 4317872
packet id 216 delay: 747080
packet id 217 delay: 1268080
packet id 218 delay: 869920
packet id 219 delay: 869280
packet id 220 delay: 942520
packet id 221 delay: 2751616
packet id 222 delay: 836920
packet id 223 delay: 942560
packet id 224 delay: 756160
